timestamp,open,high,low,close,volume
2025-06-06 19:45:00,204.4800,204.5900,204.3700,204.4900,11431
2025-06-06 19:30:00,204.5100,204.6392,204.3500,204.4900,13543
2025-06-06 19:15:00,204.6700,204.6700,204.5000,204.5100,9340
2025-06-06 19:00:00,204.3000,204.8800,204.3000,204.6000,10936
2025-06-06 18:45:00,204.2500,204.5000,204.2500,204.5000,9145
2025-06-06 18:30:00,204.3300,204.4800,204.2400,204.3500,8760
2025-06-06 18:15:00,204.2200,204.4000,204.1100,204.3000,3708
2025-06-06 18:00:00,204.0200,204.3100,203.9200,204.2300,54743
2025-06-06 17:45:00,204.0700,204.0700,203.9000,204.0000,18891
2025-06-06 17:30:00,204.0590,204.1200,203.9700,204.0600,13355
2025-06-06 17:15:00,204.1000,204.1200,204.0200,204.0600,6992
2025-06-06 17:00:00,204.0200,236.5208,163.4118,204.1000,24595
2025-06-06 16:45:00,204.0000,225.7234,163.4118,204.0300,17252
2025-06-06 16:30:00,204.0485,251.0400,203.9000,204.0000,45936
2025-06-06 16:15:00,203.9200,204.2000,203.8406,204.0500,238343
2025-06-06 16:00:00,203.9700,204.0000,203.6400,203.8500,13990407
2025-06-06 15:45:00,204.9750,205.2200,203.8950,203.9300,4563964
2025-06-06 15:30:00,204.6950,205.0650,204.6500,204.9800,1278085
2025-06-06 15:15:00,204.9700,204.9899,204.6800,204.7000,1015163
2025-06-06 15:00:00,205.2500,205.3000,204.9300,204.9550,1236984
2025-06-06 14:45:00,205.1601,205.4300,205.0900,205.2650,861506
2025-06-06 14:30:00,204.9900,205.4700,204.9900,205.1700,1140174
2025-06-06 14:15:00,204.7600,205.2100,204.7550,204.9850,1315037
2025-06-06 14:00:00,204.0600,204.9500,204.0401,204.7600,1292834
2025-06-06 13:45:00,203.9800,204.1500,203.8100,204.0550,710783
2025-06-06 13:30:00,203.6000,204.0000,203.5900,203.9850,838350
2025-06-06 13:15:00,203.2400,203.7800,203.1800,203.5900,925934
2025-06-06 13:00:00,202.6900,203.2500,202.6100,203.2500,851432
2025-06-06 12:45:00,202.1899,202.7757,202.0900,202.6950,1544029
2025-06-06 12:30:00,202.6300,202.7400,202.0500,202.1800,1085614
2025-06-06 12:15:00,203.1400,203.1500,202.6100,202.6250,861387
2025-06-06 12:00:00,203.0500,203.1808,202.9100,203.1500,764808
2025-06-06 11:45:00,203.0750,203.6000,202.9700,203.0450,797556
2025-06-06 11:30:00,203.0400,203.2800,202.8700,203.0750,782008
2025-06-06 11:15:00,203.9400,203.9460,202.8600,203.0400,1125066
2025-06-06 11:00:00,203.1400,204.0600,203.1100,203.9200,1517536
2025-06-06 10:45:00,203.7700,203.9200,203.1200,203.1500,1355486
2025-06-06 10:30:00,203.6500,203.8900,203.3400,203.7828,1014221
2025-06-06 10:15:00,204.3000,204.4300,203.3300,203.6600,1499053
2025-06-06 10:00:00,204.5700,204.7446,203.9900,204.2950,1387335
2025-06-06 09:45:00,204.5300,205.1800,204.0300,204.5400,2053088
2025-06-06 09:30:00,203.0000,205.7000,202.9831,204.5050,5630327
2025-06-06 09:15:00,202.3500,203.0000,202.0300,202.9900,112726
2025-06-06 09:00:00,202.4700,202.7200,202.0900,202.3700,55354
2025-06-06 08:45:00,202.3700,202.5700,202.2000,202.4600,42731
2025-06-06 08:30:00,201.5200,202.5000,201.4300,202.4000,112404
2025-06-06 08:15:00,201.6300,201.7100,201.4900,201.5000,19044
2025-06-06 08:00:00,201.3592,201.9869,200.1290,201.6220,69861
2025-06-06 07:45:00,201.5800,201.6600,201.4800,201.5500,10626
2025-06-06 07:30:00,201.5700,201.6500,201.4700,201.6200,3126
2025-06-06 07:15:00,201.5100,201.7000,201.3700,201.5700,8786
2025-06-06 07:00:00,201.5700,201.6600,201.3700,201.4900,14136
2025-06-06 06:45:00,201.8000,201.8000,201.4900,201.5900,9781
2025-06-06 06:30:00,201.9000,201.9300,201.7200,201.7600,4323
2025-06-06 06:15:00,201.8600,201.9800,201.8000,201.9300,7050
2025-06-06 06:00:00,201.9600,201.9800,201.7400,201.8400,14546
2025-06-06 05:45:00,201.8300,201.9900,201.8200,201.9300,6579
2025-06-06 05:30:00,201.9600,201.9800,201.7500,201.7500,2629
2025-06-06 05:15:00,201.7700,201.9800,201.7600,201.9300,4488
2025-06-06 05:00:00,201.8300,201.9000,201.7000,201.7600,7080
2025-06-06 04:45:00,201.8600,201.9000,201.7400,201.7900,7441
2025-06-06 04:30:00,201.6900,201.8700,201.6600,201.8400,4086
2025-06-06 04:15:00,201.6000,201.7000,201.4500,201.6900,7488
2025-06-06 04:00:00,201.1200,201.7600,201.1200,201.5600,12234
2025-06-05 19:45:00,200.7500,201.0000,200.5400,200.7000,19086
2025-06-05 19:30:00,200.8964,200.9000,200.5600,200.7600,9801
2025-06-05 19:15:00,200.8800,200.9000,200.5500,200.7700,12910
2025-06-05 19:00:00,200.8800,201.0000,200.7200,200.8500,12650
2025-06-05 18:45:00,200.7000,200.8100,200.6900,200.8100,13301
2025-06-05 18:30:00,200.6300,200.8500,200.5500,200.7900,11445
2025-06-05 18:15:00,200.7500,200.8600,200.5000,200.6300,14778
2025-06-05 18:00:00,200.2900,200.9000,200.1800,200.8500,86700
2025-06-05 17:45:00,200.4000,200.5000,200.1600,200.2800,18556
2025-06-05 17:30:00,200.6000,200.8000,200.3300,200.3900,8616
2025-06-05 17:15:00,200.5400,200.8500,200.2500,200.6000,27904
2025-06-05 17:00:00,200.6000,200.9000,200.3400,200.5400,29662
2025-06-05 16:45:00,200.6300,202.0051,200.5000,200.7100,32756
2025-06-05 16:30:00,200.6800,200.8000,200.2000,200.6200,74448
2025-06-05 16:15:00,200.8000,200.9500,200.5000,200.7000,107436
2025-06-05 16:00:00,200.5800,200.9000,200.4000,200.6516,25678641
2025-06-05 15:45:00,200.8000,201.7700,200.1500,200.6300,4445238
2025-06-05 15:30:00,200.7400,201.3950,200.6100,200.8000,1746268
2025-06-05 15:15:00,201.7850,201.9500,200.2000,200.7300,2390757
2025-06-05 15:00:00,202.3400,202.4100,201.7200,201.7701,895287
2025-06-05 14:45:00,202.5250,202.7400,202.2700,202.3500,668409
2025-06-05 14:30:00,202.2100,202.6100,202.0400,202.5154,871282
2025-06-05 14:15:00,201.9800,202.2150,201.1500,202.2104,1133969
2025-06-05 14:00:00,202.3700,202.4100,201.8300,201.9800,716646
2025-06-05 13:45:00,202.7650,202.9000,202.2500,202.3700,619027
2025-06-05 13:30:00,202.6000,202.9000,202.5400,202.7600,675844
2025-06-05 13:15:00,202.1800,202.6700,202.1300,202.6001,823583
2025-06-05 13:00:00,201.8350,202.2150,201.5500,202.1800,1118605
2025-06-05 12:45:00,202.7900,202.7900,201.6964,201.8437,1177457
2025-06-05 12:30:00,203.1400,203.2500,202.7600,202.7800,829347
2025-06-05 12:15:00,203.1800,203.1800,202.4800,203.1400,1114747
2025-06-05 12:00:00,204.1650,204.3900,203.1554,203.1998,1143903
2025-06-05 11:45:00,204.2246,204.4050,203.8711,204.1650,1012880
2025-06-05 11:30:00,204.5350,204.7500,204.1000,204.2100,1513528
2025-06-05 11:15:00,203.4501,204.5900,203.3300,204.5438,1800768
2025-06-05 11:00:00,203.2000,203.5500,203.0600,203.4604,1132765
2025-06-05 10:45:00,202.7400,203.3300,202.4300,203.2000,1336995
2025-06-05 10:30:00,202.4500,203.2800,201.6500,202.7600,2360923
2025-06-05 10:15:00,201.6600,202.5338,201.3400,202.4500,1769750
2025-06-05 10:00:00,201.5600,202.3000,201.4700,201.6510,1827810
2025-06-05 09:45:00,203.5100,203.5900,201.2700,201.5600,2462511
2025-06-05 09:30:00,203.5000,203.8400,202.6600,203.5000,2860641
2025-06-05 09:15:00,203.7800,203.9100,202.9050,203.5000,90234
2025-06-05 09:00:00,203.5700,204.0100,196.9800,203.7000,148582
2025-06-05 08:45:00,202.7000,204.2000,202.6100,203.7500,196749
2025-06-05 08:30:00,202.6800,202.9700,202.4900,202.7000,54582
2025-06-05 08:15:00,202.6900,203.0000,202.5500,202.7900,23892
2025-06-05 08:00:00,202.5600,203.3750,201.6900,202.6900,83140
2025-06-05 07:45:00,202.2200,202.5900,202.2200,202.4000,9471
2025-06-05 07:30:00,202.3000,202.4200,202.1500,202.2000,13129
2025-06-05 07:15:00,202.1500,202.4100,202.1400,202.3000,11774
2025-06-05 07:00:00,202.6100,202.6700,202.0000,202.1500,26960
2025-06-05 06:45:00,202.6300,202.7100,202.5100,202.5900,17186
2025-06-05 06:30:00,203.0100,203.0400,202.5600,202.6300,18158
2025-06-05 06:15:00,203.0400,203.1400,203.0000,203.0000,6518
2025-06-05 06:00:00,202.8500,203.1000,202.8500,203.0800,4214
2025-06-05 05:45:00,203.1100,203.1200,202.8200,202.8700,4333
2025-06-05 05:30:00,202.9400,203.1500,202.9100,203.1300,4722
2025-06-05 05:15:00,202.9000,203.0100,202.7300,202.9400,12264
2025-06-05 05:00:00,202.9900,202.9900,202.7400,202.9000,13009
2025-06-05 04:45:00,203.1100,203.1400,202.8500,202.9800,23959
2025-06-05 04:30:00,203.2300,203.2900,203.0800,203.1000,22407
2025-06-05 04:15:00,203.0300,203.3900,203.0000,203.2400,27198
2025-06-05 04:00:00,202.0600,203.0900,202.0600,203.0000,23164
2025-06-04 19:45:00,201.6800,201.9500,201.6000,201.8601,19861
2025-06-04 19:30:00,201.6700,201.6800,201.6000,201.6800,7692
2025-06-04 19:15:00,201.5000,201.7300,201.4500,201.6800,8094
2025-06-04 19:00:00,201.5101,201.6300,201.4500,201.5020,5832
2025-06-04 18:45:00,201.5500,201.6400,201.4200,201.5400,12204
2025-06-04 18:30:00,201.5500,201.7000,201.3900,201.6100,19003
2025-06-04 18:15:00,201.6000,201.6300,201.3000,201.5900,22498
2025-06-04 18:00:00,200.9600,201.6300,200.8600,201.5500,39523
2025-06-04 17:45:00,200.6800,202.8200,200.5500,200.9900,101706
2025-06-04 17:30:00,202.0200,202.0300,200.5607,200.6100,134191
2025-06-04 17:15:00,202.4100,203.0900,202.0199,202.0200,34105
2025-06-04 17:00:00,202.5250,213.4692,196.9455,202.4000,21194
