timestamp,open,high,low,close,volume
2025-05-30 19:45:00,200.2400,200.2900,200.2000,200.2900,13143
2025-05-30 19:30:00,200.1600,200.2800,200.1600,200.2800,7295
2025-05-30 19:15:00,200.3000,200.3000,200.0900,200.2200,12517
2025-05-30 19:00:00,200.4000,200.4500,200.3000,200.3300,8847
2025-05-30 18:45:00,200.4100,200.5900,200.4000,200.4000,5700
2025-05-30 18:30:00,200.4300,200.8500,200.4000,200.4100,9594
2025-05-30 18:15:00,200.6000,200.6500,200.4000,200.4300,8774
2025-05-30 18:00:00,200.5512,200.7100,200.5500,200.6000,4296
2025-05-30 17:45:00,200.6500,200.7300,200.5200,200.6200,8164
2025-05-30 17:30:00,200.4500,200.8500,200.4000,200.6000,130392
2025-05-30 17:15:00,200.5000,200.5500,200.4000,200.4400,16817
2025-05-30 17:00:00,200.5000,200.6488,199.9500,200.4700,8937
2025-05-30 16:45:00,200.6300,202.4032,200.4500,200.6500,31982
2025-05-30 16:30:00,200.7600,200.8500,200.6000,200.6500,451239
2025-05-30 16:15:00,200.7600,200.9000,200.4500,200.7600,303087
2025-05-30 16:00:00,200.6500,201.1000,200.2000,200.7600,44424426
2025-05-30 15:45:00,200.0550,201.9600,199.7401,200.6500,8608293
2025-05-30 15:30:00,200.0700,200.5000,199.8000,200.0500,3717528
2025-05-30 15:15:00,199.6350,200.2300,199.6303,200.0506,1454665
2025-05-30 15:00:00,199.3200,199.8300,199.2889,199.6321,1230864
2025-05-30 14:45:00,199.0200,199.3600,199.0007,199.3200,774657
2025-05-30 14:30:00,199.1200,199.2699,198.9200,199.0100,1193306
2025-05-30 14:15:00,198.5500,199.1800,198.5100,199.1200,1173136
2025-05-30 14:00:00,198.2200,198.7000,198.1800,198.5500,629298
2025-05-30 13:45:00,198.0700,198.4700,197.9800,198.2150,698431
2025-05-30 13:30:00,198.0800,198.3600,197.9500,198.0800,687933
2025-05-30 13:15:00,197.9900,198.1000,197.6800,198.0850,609330
2025-05-30 13:00:00,197.3400,198.1700,197.1700,197.9700,1301673
2025-05-30 12:45:00,197.3500,197.4400,197.0900,197.3600,1134164
2025-05-30 12:30:00,197.7200,197.7850,196.7800,197.3600,2066164
2025-05-30 12:15:00,198.8500,198.8900,197.5300,197.7150,1529753
2025-05-30 12:00:00,198.8800,198.9900,198.6100,198.8500,633103
2025-05-30 11:45:00,198.7400,199.1700,198.6100,198.8800,656266
2025-05-30 11:30:00,199.3000,199.3700,198.7300,198.7400,814015
2025-05-30 11:15:00,199.1100,199.4100,198.8100,199.3100,696917
2025-05-30 11:00:00,199.0350,199.4400,198.9500,199.1074,693217
2025-05-30 10:45:00,199.1300,199.4850,198.9000,199.0350,1030339
2025-05-30 10:30:00,199.2300,199.4800,199.0800,199.1500,882013
2025-05-30 10:15:00,198.9500,199.3300,198.8650,199.2450,1033938
2025-05-30 10:00:00,198.2200,199.3430,198.1560,198.9450,1733697
2025-05-30 09:45:00,198.5450,198.9800,197.9700,198.2477,1826355
2025-05-30 09:30:00,199.3700,199.5800,198.3700,198.5800,2782022
2025-05-30 09:15:00,198.7800,199.5000,198.4300,199.4340,107060
2025-05-30 09:00:00,198.6500,198.9900,198.5100,198.7600,43198
2025-05-30 08:45:00,198.9900,200.4200,193.1600,198.6500,52916
2025-05-30 08:30:00,198.2500,199.9500,193.1600,193.1600,716611
2025-05-30 08:15:00,198.2000,199.2000,198.0200,198.2500,171267
2025-05-30 08:00:00,200.1000,200.4500,197.0300,198.3200,290791
2025-05-30 07:45:00,200.2900,200.3500,200.1800,200.2000,6794
2025-05-30 07:30:00,200.1100,200.3400,200.1000,200.2500,11571
2025-05-30 07:15:00,200.3100,200.3100,200.1000,200.1100,8390
2025-05-30 07:00:00,200.1900,200.4100,199.9900,200.3400,31369
2025-05-30 06:45:00,200.2000,200.2400,200.1000,200.2000,4415
2025-05-30 06:30:00,200.0800,200.2400,200.0000,200.2200,3425
2025-05-30 06:15:00,200.1300,200.2200,199.9900,200.0500,15709
2025-05-30 06:00:00,200.1900,200.2800,200.0500,200.1000,6876
2025-05-30 05:45:00,200.2900,200.3400,200.1800,200.1900,6392
2025-05-30 05:30:00,200.1900,200.3700,200.1900,200.2800,8285
2025-05-30 05:15:00,200.1800,200.2700,200.0500,200.1600,10163
2025-05-30 05:00:00,200.1100,200.2400,200.0200,200.1800,7898
