timestamp,open,high,low,close,volume
2025-04-30 19:45:00,209.4900,209.6314,208.3430,208.7425,113680
2025-04-30 19:30:00,209.5415,209.7413,209.3418,209.4846,73179
2025-04-30 19:15:00,209.6201,212.2382,209.3917,209.5316,133862
2025-04-30 19:00:00,210.0909,210.2806,209.3418,209.6205,71309
2025-04-30 18:45:00,210.2507,210.3406,209.8112,210.0909,77998
2025-04-30 18:30:00,210.3406,212.2382,210.0739,210.2507,64649
2025-04-30 18:15:00,211.5790,211.6789,210.2407,210.3106,83726
2025-04-30 18:00:00,211.8287,211.9286,210.7201,211.5790,74395
2025-04-30 17:45:00,211.9486,212.2582,211.6689,211.7888,14220
2025-04-30 17:30:00,211.8387,212.2382,211.5491,211.9386,1067430
2025-04-30 17:15:00,211.6390,212.1383,211.2394,211.8886,18174
2025-04-30 17:00:00,212.2582,220.6538,201.7876,211.6390,46897
2025-04-30 16:45:00,212.1683,218.7766,201.7876,212.2382,70772
2025-04-30 16:30:00,212.2083,212.6677,212.0385,212.2882,79614
2025-04-30 16:15:00,211.2594,212.3381,211.0397,212.3281,115871
2025-04-30 16:00:00,212.1983,212.5378,210.6402,211.2532,33402485
2025-04-30 15:45:00,210.6901,213.3169,210.6851,212.2182,6127503
2025-04-30 15:30:00,210.1158,210.7401,209.7912,210.6901,949053
2025-04-30 15:15:00,210.7900,212.2282,209.9910,210.0855,802018
2025-04-30 15:00:00,210.4005,210.7900,210.3905,210.7701,522319
2025-04-30 14:45:00,210.3406,211.0497,210.3106,210.3925,667403
2025-04-30 14:30:00,210.4404,210.8100,209.8611,210.3705,880093
2025-04-30 14:15:00,211.2381,211.5890,210.0559,210.4554,817921
2025-04-30 14:00:00,210.8699,212.7076,210.5004,211.1995,1347661
2025-04-30 13:45:00,211.2794,211.2894,210.8413,210.8430,519657
2025-04-30 13:30:00,210.8100,211.5890,210.6602,211.2644,762068
2025-04-30 13:15:00,209.9011,210.9498,209.9011,210.8200,598318
2025-04-30 13:00:00,210.6552,210.9099,209.5415,209.8811,631115
2025-04-30 12:45:00,210.8100,210.8100,210.3905,210.6602,508065
2025-04-30 12:30:00,210.3306,211.0996,209.9610,210.8100,724860
2025-04-30 12:15:00,210.3505,210.6901,210.1308,210.3306,541979
2025-04-30 12:00:00,210.7800,211.0197,210.3206,210.3505,770695
2025-04-30 11:45:00,210.3312,210.8699,210.1808,210.7900,797917
2025-04-30 11:30:00,210.3006,210.4604,209.6914,210.3705,630128
2025-04-30 11:15:00,210.2457,210.6002,209.7313,210.2856,829434
2025-04-30 11:00:00,209.3318,210.3805,209.3018,210.2407,1009727
2025-04-30 10:45:00,209.1221,209.4916,208.6127,209.3772,903203
2025-04-30 10:30:00,209.0916,209.4317,208.4530,209.1620,1039976
2025-04-30 10:15:00,207.9577,209.0920,207.9577,209.0633,945767
2025-04-30 10:00:00,206.9298,208.0833,206.8848,207.9635,1149577
2025-04-30 09:45:00,207.1545,208.8825,206.7450,206.8848,1393873
2025-04-30 09:30:00,209.0422,209.4616,206.4159,207.1595,2809204
2025-04-30 09:15:00,206.9947,209.4217,206.8948,209.0821,199705
2025-04-30 09:00:00,207.2244,210.4304,206.7550,206.8948,83089
2025-04-30 08:45:00,208.1732,208.3230,204.7315,207.3343,115288
2025-04-30 08:30:00,209.2419,209.6814,207.8913,208.0933,90916
2025-04-30 08:15:00,209.5915,209.6402,209.0724,209.2319,43267
2025-04-30 08:00:00,210.4779,211.0796,209.4117,209.6015,849931
2025-04-30 07:45:00,209.9810,209.9810,209.5116,209.7812,13571
2025-04-30 07:30:00,210.1408,210.1408,209.8711,210.0110,2540
2025-04-30 07:15:00,210.2107,210.3006,209.9610,210.1009,6043
2025-04-30 07:00:00,210.1009,210.5803,210.0609,210.2207,14249
2025-04-30 06:45:00,210.1708,210.2307,209.8611,210.1009,5126
2025-04-30 06:30:00,209.9810,210.2407,209.8512,210.1508,4410
2025-04-30 06:15:00,210.3805,210.4205,209.9510,210.0409,5753
2025-04-30 06:00:00,210.3705,210.4704,210.3206,210.3805,3116
2025-04-30 05:45:00,210.5703,210.6002,210.3206,210.3406,2760
2025-04-30 05:30:00,210.7001,210.7101,210.5303,210.6002,2038
2025-04-30 05:15:00,210.5403,210.6402,210.4504,210.6402,1080
2025-04-30 05:00:00,210.3406,210.5803,210.3306,210.5004,1069
2025-04-30 04:45:00,210.4804,210.5203,210.3605,210.4005,1884
2025-04-30 04:30:00,210.5703,210.6402,210.3406,210.4604,4734
2025-04-30 04:15:00,210.7401,211.0796,210.5503,210.5503,9755
2025-04-30 04:00:00,210.7101,210.9498,210.3006,210.8100,11780
2025-04-29 19:45:00,210.4105,210.7301,210.2407,210.2956,5413
2025-04-29 19:30:00,210.3406,210.4404,210.1090,210.2547,7200
2025-04-29 19:15:00,210.1608,210.4404,210.0909,210.2607,8076
2025-04-29 19:00:00,210.4205,210.5303,209.9910,210.1653,7364
2025-04-29 18:45:00,210.5203,210.6701,210.3805,210.3905,2975
2025-04-29 18:30:00,210.3805,210.6801,210.3805,210.5203,3009
2025-04-29 18:15:00,210.8200,210.8300,209.8811,210.6402,5422
2025-04-29 18:00:00,210.5503,210.8699,205.0669,210.6102,5993
2025-04-29 17:45:00,210.3905,210.9498,210.3406,210.5403,1428302
2025-04-29 17:30:00,210.3406,210.5303,210.2407,210.3665,5568
2025-04-29 17:15:00,210.3406,210.3406,210.2507,210.3106,12028
2025-04-29 17:00:00,210.5503,224.0133,197.5072,210.3406,18138
2025-04-29 16:45:00,210.6002,224.2193,197.5072,210.9498,32253
2025-04-29 16:30:00,210.6701,210.8200,210.3905,210.6602,25020
2025-04-29 16:15:00,210.8000,210.9498,210.5403,210.6701,332052
2025-04-29 16:00:00,210.9498,210.9798,210.4804,210.8000,15377608
2025-04-29 15:45:00,210.8100,211.5091,210.7011,210.9798,2435461
2025-04-29 15:30:00,211.0497,211.1595,210.6901,210.8000,786660
2025-04-29 15:15:00,211.2295,211.2694,210.8400,211.0397,680362
2025-04-29 15:00:00,211.0397,211.6390,210.9099,211.2345,816299
2025-04-29 14:45:00,211.5391,211.5391,210.9277,211.0397,465948
2025-04-29 14:30:00,211.4592,211.6995,211.1496,211.5441,556673
2025-04-29 14:15:00,211.1346,211.5890,210.9185,211.4619,636217
2025-04-29 14:00:00,211.3243,211.5091,210.8999,211.1442,601391
2025-04-29 13:45:00,210.5803,211.4891,210.4304,211.3193,828014
2025-04-29 13:30:00,210.1108,210.6102,209.9610,210.5753,401614
2025-04-29 13:15:00,209.7013,210.4304,209.6864,210.1208,542902
2025-04-29 13:00:00,209.4816,209.7713,209.2419,209.7213,558321
2025-04-29 12:45:00,210.2407,210.2607,209.0921,209.4742,753776
2025-04-29 12:30:00,210.2107,210.3605,209.8611,210.2557,707868
2025-04-29 12:15:00,210.6102,210.7722,210.1608,210.2287,581876
2025-04-29 12:00:00,210.3555,211.0650,210.3555,210.6002,547180
2025-04-29 11:45:00,210.8899,210.9498,210.2508,210.3555,450384
2025-04-29 11:30:00,210.7800,210.9109,210.1408,210.8999,1089949
2025-04-29 11:15:00,210.8599,210.9698,210.4105,210.7800,734911
2025-04-29 11:00:00,211.3593,211.5391,210.6701,210.8681,728362
2025-04-29 10:45:00,210.9848,211.8087,210.9448,211.3504,931948
2025-04-29 10:30:00,210.7001,211.2295,210.5803,210.9698,823082
2025-04-29 10:15:00,211.7538,211.9785,210.4404,210.6901,1299869
2025-04-29 10:00:00,210.5503,211.8477,210.0709,211.7588,1718714
2025-04-29 09:45:00,210.0309,210.9898,209.9650,210.5403,1371033
2025-04-29 09:30:00,208.4359,210.2107,208.1133,210.0326,1910248
2025-04-29 09:15:00,209.1620,209.6829,207.6838,208.5927,82032
2025-04-29 09:00:00,209.2419,209.4417,208.5028,209.1620,50825
2025-04-29 08:45:00,210.1408,210.3106,209.2519,209.3418,48941
2025-04-29 08:30:00,209.7912,210.2307,209.7413,210.1308,2514606
2025-04-29 08:15:00,210.1708,210.1794,209.3118,209.8012,31567
2025-04-29 08:00:00,210.8015,211.2482,209.5316,210.1508,49924
2025-04-29 07:45:00,210.0709,210.2107,210.0110,210.1508,3922
2025-04-29 07:30:00,210.3006,210.4304,209.9710,210.0809,5175
2025-04-29 07:15:00,210.1907,210.3406,210.1408,210.3006,5414
2025-04-29 07:00:00,210.1009,210.4304,210.0010,210.1708,8665
2025-04-29 06:45:00,210.2906,210.2906,209.4517,210.1009,28427
2025-04-29 06:30:00,210.5703,210.6202,210.1508,210.2407,8662
2025-04-29 06:15:00,210.5503,210.6402,210.3805,210.5703,6151
2025-04-29 06:00:00,210.6602,210.7101,210.4904,210.5803,5736
2025-04-29 05:45:00,210.6602,210.6801,210.5703,210.6502,1227
2025-04-29 05:30:00,210.5902,210.6602,210.5203,210.6402,2309
2025-04-29 05:15:00,210.5703,210.6302,210.4804,210.5503,3463
2025-04-29 05:00:00,210.7201,210.8100,210.4804,210.5902,5171
2025-04-29 04:45:00,210.6701,210.8599,210.6602,210.7401,3945
2025-04-29 04:30:00,210.6502,210.7401,210.6002,210.6502,2147
2025-04-29 04:15:00,210.4804,210.7900,210.4205,210.7101,9297
2025-04-29 04:00:00,210.7201,210.9898,210.0609,210.4404,12945
2025-04-28 19:45:00,209.9411,210.0409,209.8911,209.9212,6582
2025-04-28 19:30:00,210.2918,210.4404,209.7613,209.9800,4195
2025-04-28 19:15:00,209.7912,210.6911,209.6314,210.3006,10467
2025-04-28 19:00:00,209.7113,209.8811,209.5715,209.6269,50653
2025-04-28 18:45:00,209.5415,209.9211,209.4417,209.6414,4332
2025-04-28 18:30:00,209.5415,209.9610,209.4517,209.5415,5358
2025-04-28 18:15:00,209.4917,209.6414,209.0222,209.5316,7274
2025-04-28 18:00:00,209.4417,209.7213,209.3418,209.6414,17737
2025-04-28 17:45:00,209.5408,209.5415,209.3917,209.4417,12935
2025-04-28 17:30:00,209.5815,209.8811,209.4916,209.5415,868789
2025-04-28 17:15:00,209.7113,209.7313,209.5415,209.5915,4281
2025-04-28 17:00:00,209.7812,223.2103,199.4896,209.7313,19856
2025-04-28 16:45:00,209.7413,218.2940,209.6144,218.2940,76450
2025-04-28 16:30:00,209.7313,209.8811,209.4916,209.7812,27349
2025-04-28 16:15:00,209.8811,209.8811,209.4716,209.7313,391020
2025-04-28 16:00:00,209.8312,210.7856,209.2869,209.5116,16546028
2025-04-28 15:45:00,210.4504,211.2394,209.7812,209.8312,2739296
2025-04-28 15:30:00,210.2607,210.5716,210.2107,210.4354,840384
2025-04-28 15:15:00,210.0359,210.6801,209.9910,210.2806,852236
2025-04-28 15:00:00,209.6115,210.0809,209.5415,210.0211,712665
2025-04-28 14:45:00,209.6414,209.7613,209.5266,209.5822,437347
2025-04-28 14:30:00,209.5915,209.8412,209.5030,209.6370,608042
2025-04-28 14:15:00,209.6015,209.7912,209.2020,209.6115,601061
2025-04-28 14:00:00,209.4716,209.7912,209.3068,209.5915,992697
2025-04-28 13:45:00,208.7739,209.6015,208.7126,209.4916,842368
2025-04-28 13:30:00,207.8786,208.8323,207.8237,208.7675,663114
2025-04-28 13:15:00,207.8836,208.3834,207.6539,207.8836,521748
2025-04-28 13:00:00,208.1732,208.4729,207.8037,207.8936,550627
2025-04-28 12:45:00,208.2082,208.4729,207.6539,208.1882,530517
2025-04-28 12:30:00,207.5939,208.3230,207.5939,208.2132,625039
2025-04-28 12:15:00,207.3842,207.8037,207.2044,207.6039,535129
2025-04-28 12:00:00,207.6938,208.3630,207.2544,207.3692,636984
2025-04-28 11:45:00,207.6239,208.0734,207.4941,207.7038,539812
2025-04-28 11:30:00,207.7297,208.1433,207.3243,207.6639,722467
2025-04-28 11:15:00,208.8724,208.8824,207.5840,207.6938,1263335
2025-04-28 11:00:00,208.7825,209.2719,208.5028,208.8724,780100
2025-04-28 10:45:00,209.2020,209.5615,208.6227,208.7725,791845
2025-04-28 10:30:00,208.6177,209.3118,208.4729,209.2020,1192196
