timestamp,open,high,low,close,volume,EMA_10,EMA_20,MACD,MACD_signal,MACD_diff,RSI_14,ROC_12,MOM_10,Williams_%R,ATR_14,Volatility_20,BB_width,OBV,CMF_20,VROC_12,Close_Open_Ratio,High_Low_Ratio,Typical_Price
2025-02-03 12:15:00,0.7073135006442355,0.5916212424412672,0.8553909451595175,0.6365529604634734,0.02174976563655839,0.7165728341949826,0.7325903156755862,0.2957733875243095,0.30200944203549995,0.472122343648908,0.25542805384907497,0.34391578177830806,0.40037848782904056,0.029971432287345,0.10357513364186857,0.26430279664908507,0.26430279664908446,0.9181778996006643,0.24814689532172884,0.0005778411996384221,0.4689376871421347,0.002360090769315759,0.6678187195580241
2025-02-03 12:30:00,0.7090463576487762,0.5854049860897506,0.8538889990288169,0.6344492920389369,0.020166128549171287,0.7141811588449856,0.7299197792161216,0.295043478375674,0.29695611730532534,0.48403955286314193,0.24538566292012007,0.334739938826344,0.45646466914678846,0.02147735885442159,0.0968626752480584,0.26589112632319156,0.26589112632319056,0.9135204880534161,0.2565341552376752,2.3555490526110928e-05,0.45672232505819554,0.0013080926877045984,0.6638073578072989
2025-02-03 12:45:00,0.7069411101704803,0.5914135492788375,0.8547027100277803,0.6414300502481309,0.022924683769813173,0.7136802242351772,0.7282884890395454,0.30133696063046883,0.29430071479432773,0.5109423111345835,0.31751379310403527,0.38370495212736067,0.40106732693758484,0.18107493827362564,0.09253720260836858,0.2603105279292067,0.26031052792920606,0.9188146955714287,0.2766090709008673,6.416772625746538e-05,0.48636371902122466,0.002624493352442414,0.6690267352536379
2025-02-03 13:00:00,0.7146198017393117,0.5911030480010051,0.8554223141263241,0.6403771053344764,0.017442495468705386,0.7130507689060543,0.7266941677582759,0.30696935665970426,0.2934179283997471,0.5308296379655577,0.3113904459587028,0.43667519679354144,0.3997960229523895,0.21233853380305145,0.08790623911660553,0.2479818833505841,0.24798188335058385,0.9147860184277928,0.2851796301608008,3.7718762847920216e-05,0.4598732295945167,0.0021990248825151104,0.6689876914367148
2025-02-03 13:15:00,0.714000392251299,0.5922422449969316,0.858020291957248,0.6424274600924995,0.016017832995520655,0.7129633772142374,0.7254822264391194,0.3143728782857358,0.294343639886561,0.5511195293342068,0.33295688620807395,0.37551364697253914,0.4416506013009157,0.26258416862237777,0.08231256254155456,0.2256201763127827,0.22562017631278253,0.9184858207619506,0.2917327262336863,3.769067394891905e-05,0.4685613474451804,0.0013037046181051393,0.6717535554275782
2025-02-03 13:30:00,0.7158586207153372,0.5966713016857417,0.8597725624430653,0.6471368339679142,0.019233886811621283,0.7138740509700305,0.7249152253952529,0.3250960192301389,0.2974478854420997,0.57556092904613,0.38123028323017927,0.3874297750458155,0.48002052546901003,0.35558090057683955,0.07774393573595008,0.2039856912186379,0.20398569121863763,0.9229280298808377,0.3045536147145016,6.572126966490892e-05,0.47871479935196337,0.0017323627819815224,0.6761647258635997
2025-02-03 13:45:00,0.7211838044900358,0.6047765273495551,0.8625894956622994,0.6573863863552558,0.02176145790315407,0.7167567704578715,0.7255546738789387,0.34249896311268757,0.3037673712719828,0.6116333383984963,0.4722673541230956,0.44386008436046664,0.5211641502840447,0.5579803917268017,0.07497403241836688,0.19131972976119507,0.19131972976119482,0.9279537136660518,0.3272921385556201,8.656803807100519e-05,0.4969358161523365,0.0026960699940579147,0.6845681265800543
2025-02-03 14:00:00,0.732329451369528,0.6223920229210174,0.8645607215364269,0.6604896860269325,0.021518286596693914,0.7197625760828505,0.7264821544210154,0.3595179848704635,0.3125744222836617,0.6395418185965244,0.49679067977400204,0.47484232737635773,0.5373604559498177,0.6233496710381036,0.07821123899982166,0.1791773137569584,0.1791773137569576,0.9329232628098417,0.3285356566412415,6.676883417477317e-05,0.4740349423271164,0.006719649890170043,0.6935087702173759
2025-02-03 14:15:00,0.7359143303302109,0.6223920229210174,0.8683475832093214,0.6598243758968916,0.01916558912737985,0.7220831160627323,0.7272464966767118,0.37318449637307277,0.3226325396064693,0.6535777761770789,0.49088965391538375,0.4868847767444292,0.5285225017693566,0.6101249613635333,0.078652320678414,0.16423105629400914,0.1642310562940093,0.9284968198027991,0.3247199770438056,6.248125392545327e-05,0.4612011677603354,0.004947348778759797,0.6956315825435093
2025-02-03 14:30:00,0.7353011273500942,0.6099595102179844,0.8686606454980516,0.661598166009872,0.014078123085604001,0.72435167721811,0.7281374876196351,0.38591824319753854,0.33348590288635094,0.6624997960734742,0.5060396009510961,0.49840782121874605,0.5376169510144708,0.6453834945025836,0.07376255651509332,0.14510943077787494,0.14510943077787458,0.9317488517077686,0.3346483629136993,5.33467020696297e-05,0.4688901193694237,0.0013226151121389362,0.6917756151841405
2025-02-03 14:45:00,0.7371593558141325,0.6131704465091452,0.8703508054295918,0.6639250854129368,0.01627551137349767,0.7266930696010574,0.7292052587746891,0.39819552002075376,0.3448748443389462,0.6685085523211725,0.5260854324085311,0.49732062450850834,0.5392717973922586,0.7302331002331015,0.0693911845726039,0.14510943077787494,0.14510943077787458,0.9355081375540276,0.364998490228274,8.113996487590758e-05,0.4710841430755943,0.0014364449593707862,0.6948526583958847
2025-02-03 15:00:00,0.7400069016367801,0.614206835389669,0.8711024058742783,0.6628954652283825,0.020606831110869566,0.728394019089921,0.7300555679741252,0.40742996027366385,0.3560215231266783,0.6657905601115475,0.515079095514043,0.4990711296920024,0.5420724901807912,0.6973658725547147,0.06524706687409289,0.14838192734566968,0.14838192734566846,0.930748992456733,0.39830281946247703,0.0001166566407334291,0.4592511974064779,0.0013776255705748586,0.6953481244326445
2025-02-03 15:15:00,0.7383969334885787,0.612652252068884,0.869474356497015,0.6607118263040748,0.018583048236383976,0.7293302903861751,0.7305793691664877,0.4133000741357467,0.36623280134562886,0.6552961182202942,0.4913214392064422,0.4902071953936181,0.5185386972271444,0.6497675769901229,0.061865534066339434,0.14168166429763424,0.14168166429763485,0.9264570255295658,0.34660177045438045,0.00011662027006141354,0.45679136192870917,0.0016981638161627233,0.6929828500034165
2025-02-03 15:30:00,0.7364158161682015,0.6117197097695752,0.8677848239448108,0.662151295299956,0.02805243864026858,0.7303965428394545,0.7312151369864521,0.41921485619470683,0.3757056052135849,0.6470110300737388,0.5059612167517554,0.49839119736439963,0.5249074879097672,0.6740583081720505,0.05948829413256615,0.13621244433124424,0.13621244433124324,0.9329349445847409,0.3679942677830848,0.00018983675860330098,0.467417574305796,0.0022221715589845203,0.6920867944050209
2025-02-03 15:45:00,0.7379016541584842,0.6102700114958168,0.86440450408173,0.654395267523536,0.057441321911576707,0.7296513521181378,0.730918275477586,0.41812420945183637,0.383043439649401,0.6230583905383777,0.42454541830542714,0.4644627384671606,0.49990562626339785,0.5012374399841597,0.058977189767976154,0.13652069061304303,0.13652069061304273,0.9196727776332768,0.38506494872102504,0.00034190853060361674,0.43736202026317006,0.003391074093992308,0.6867116321291571
